mir,disease,pmid
hsa-mir-3196,"Carcinoma, Basal Cell",29194612
hsa-mir-378a,"Carcinoma, Basal Cell",29194612
hsa-mir-378b,"Carcinoma, Basal Cell",29194612
hsa-mir-378c,"Carcinoma, Basal Cell",29194612
hsa-mir-378d-1,"Carcinoma, Basal Cell",29194612
hsa-mir-378d-2,"Carcinoma, Basal Cell",29194612
hsa-mir-378e,"Carcinoma, Basal Cell",29194612
hsa-mir-378f,"Carcinoma, Basal Cell",29194612
hsa-mir-378g,"Carcinoma, Basal Cell",29194612
hsa-mir-378h,"Carcinoma, Basal Cell",29194612
hsa-mir-378i,"Carcinoma, Basal Cell",29194612
hsa-mir-572,"Carcinoma, Basal Cell",29194612
hsa-mir-638,"Carcinoma, Basal Cell",29194612
hsa-mir-193b,Endometrial Neoplasms,29194612
hsa-mir-29c,Endometrial Neoplasms,29196166
hsa-mir-633,Endometrial Neoplasms,29197896
hsa-mir-138-1,Melanoma,29203244
hsa-mir-138-2,Melanoma,29207665
hsa-mir-181a-1,Melanoma,29209045
hsa-mir-933,Melanoma,29212255
hsa-mir-125b-1,Laryngeal Neoplasms,29214365
hsa-mir-125b-2,Laryngeal Neoplasms,29215712
hsa-mir-145,Laryngeal Neoplasms,29216925
hsa-let-7e,"Carcinoma, Lung, Non-Small-Cell",29217524
hsa-mir-34a,"Squamous Cell Carcinoma, Sinonasal",29221142
hsa-mir-1202,Ovarian Neoplasms,29225578
hsa-mir-1281,Ovarian Neoplasms,29226432
hsa-mir-133a-1,Astrocytoma,29228427
hsa-mir-133a-2,Astrocytoma,29228612
hsa-mir-150,Astrocytoma,29229992
hsa-mir-15b,Astrocytoma,29231896
hsa-mir-197,Astrocytoma,29231896
hsa-mir-23a,Astrocytoma,29242072
hsa-mir-497,Astrocytoma,29247225
hsa-mir-548b,Astrocytoma,29255366
hsa-mir-219,Meningioma,29259372
hsa-mir-100,Chronic Obstructive Pulmonary Disease,29260980
hsa-mir-20a,Chronic Obstructive Pulmonary Disease,29263823
hsa-mir-28,Chronic Obstructive Pulmonary Disease,29266356
hsa-mir-34c,Chronic Obstructive Pulmonary Disease,29266359
hsa-mir-7-1,Chronic Obstructive Pulmonary Disease,29269299
hsa-mir-7-2,Chronic Obstructive Pulmonary Disease,29269522
hsa-mir-7-3,Chronic Obstructive Pulmonary Disease,29281088
hsa-mir-10b,Urinary Bladder Cancer,29282578
hsa-mir-221,Urinary Bladder Cancer,29285014
hsa-mir-296,Urinary Bladder Cancer,29286255
hsa-mir-378a,Urinary Bladder Cancer,29288987
hsa-mir-378b,Urinary Bladder Cancer,29292727
hsa-mir-378c,Urinary Bladder Cancer,29292727
hsa-mir-378d-1,Urinary Bladder Cancer,29295989
hsa-mir-378d-2,Urinary Bladder Cancer,29298734
hsa-mir-378e,Urinary Bladder Cancer,29306454
hsa-mir-378f,Urinary Bladder Cancer,29306454
hsa-mir-378g,Urinary Bladder Cancer,29306454
hsa-mir-378h,Urinary Bladder Cancer,29320977
hsa-mir-378i,Urinary Bladder Cancer,29321092
hsa-mir-325,Preeclampsia,29321333
hsa-mir-125b-1,"Leukemia, Lymphocytic, Chronic, B-Cell",29322081
hsa-mir-125b-2,"Leukemia, Lymphocytic, Chronic, B-Cell",29322081
hsa-mir-99a,"Carcinoma, Oral",29322790
hsa-mir-650,"Carcinoma, Hepatocellular",29322790
hsa-mir-125b-1,Myotonic Muscular Dystrophy,29324314
hsa-mir-193a,Myotonic Muscular Dystrophy,29324314
hsa-mir-193b,Myotonic Muscular Dystrophy,29324442
hsa-mir-378a,Myotonic Muscular Dystrophy,29325388
hsa-let-7e,Interstitial Lung Disease,29325388
hsa-mir-142,Interstitial Lung Disease,29325388
hsa-mir-19a,Interstitial Lung Disease,29327233
hsa-mir-26b,Head And Neck Neoplasms,29331043
hsa-mir-22,Pancreatic Neoplasms,29333170
hsa-mir-29b,Pancreatic Neoplasms,29333170
hsa-mir-124-1,Sepsis,29338680
hsa-mir-124-2,Sepsis,29343570
hsa-mir-195,Melanoma,29344256
hsa-let-7b,Esophageal Neoplasms,29349567
hsa-let-7c,Esophageal Neoplasms,29351283
hsa-mir-513a-1,Retinoblastoma,29354323
hsa-mir-513a-2,Retinoblastoma,29356943
hsa-mir-513b,Retinoblastoma,29357419
hsa-mir-513c,Retinoblastoma,29360852
hsa-mir-1308,Melanoma,29360852
hsa-mir-720,Melanoma,29363860
hsa-mir-19b-2,"Tuberculosis, Pulmonary",29364469
hsa-mir-129-1,Breast Neoplasms,29366836
hsa-mir-132,Glioblastoma,29367106
hsa-mir-151a,"Carcinoma, Lung, Non-Small-Cell",29367756
hsa-mir-151b,"Carcinoma, Lung, Non-Small-Cell",29367756
hsa-mir-345,"Carcinoma, Lung, Non-Small-Cell",29374231
hsa-mir-193a,Atrial Fibrillation,29377269
hsa-mir-146a,Tuberculosis,29383182
hsa-mir-146,Prion Diseases,29386015
hsa-mir-10a,"Squamous Cell Carcinoma, Esophageal",29386015
hsa-mir-181a,"Leukemia, Promyelocytic, Acute",29387235
hsa-mir-373,Cervical Neoplasms,29387235
hsa-mir-140,"Squamous Cell Carcinoma, Skin or Unspecific",29387235
hsa-mir-145,"Squamous Cell Carcinoma, Skin or Unspecific",29387410
hsa-mir-26a,"Squamous Cell Carcinoma, Skin or Unspecific",29387410
hsa-mir-30a,"Squamous Cell Carcinoma, Skin or Unspecific",29387410
hsa-mir-378,"Squamous Cell Carcinoma, Skin or Unspecific",29391755
hsa-mir-328,Glioblastoma,29393459
hsa-mir-708,"Carcinoma, Hepatocellular",29394934
hsa-mir-125b,Esophageal Neoplasms,29402772
hsa-mir-27b,Esophageal Neoplasms,29402772
hsa-mir-375,Glioma,29402772
hsa-mir-145,Meningioma,29402772
hsa-mir-24-1,Melanoma,29402772
hsa-mir-4291,Melanoma,29402772
hsa-mir-4317,Melanoma,29402808
hsa-mir-4324,Melanoma,29402872
hsa-mir-495,Leukemia,29403287
hsa-mir-1281,Bladder Neoplasms,29404790
hsa-mir-199b,Bladder Neoplasms,29404790
hsa-mir-204,Bladder Neoplasms,29404790
hsa-mir-921,Bladder Neoplasms,29404871
hsa-mir-192,Asthma,29408500
hsa-mir-199a-2,"Carcinoma, Renal Cell",29411512
hsa-mir-153-1,Neoplasms [unspecific],29411964
hsa-mir-153-2,Neoplasms [unspecific],29422082
hsa-mir-26a-1,Melanoma,29426375
hsa-mir-26a-2,Melanoma,29430619
hsa-mir-421,"Squamous Cell Carcinoma, Skin or Unspecific",29430619
hsa-mir-1228,"Carcinoma, Hepatocellular",29431182
hsa-mir-146,"Carcinoma, Hepatocellular",29434967
hsa-mir-2116,"Carcinoma, Hepatocellular",29434967
hsa-mir-557,"Carcinoma, Hepatocellular",29437577
hsa-mir-544a,Glioma,29444190
hsa-mir-544b,Glioma,29444433
hsa-mir-3940,"Carcinoma, Lung, Non-Small-Cell",29449647
hsa-mir-125b-1,Systemic Lupus Erythematosus,29449647
hsa-mir-125b-2,Systemic Lupus Erythematosus,29452092
hsa-mir-30c-1,Neoplasms [unspecific],29455573
hsa-mir-30c-2,Neoplasms [unspecific],29456019
hsa-mir-125,Pancreatic Neoplasms,29456377
hsa-mir-128,Pancreatic Neoplasms,29456377
hsa-mir-130,Pancreatic Neoplasms,29456985
hsa-mir-31,Urinary Bladder Cancer,29459716
hsa-mir-130a,Chronic Hepatitis C,29459716
hsa-mir-192,Chronic Hepatitis C,29461585
hsa-mir-301,Chronic Hepatitis C,29463003
hsa-mir-30b,Chronic Hepatitis C,29463003
hsa-mir-30c,Chronic Hepatitis C,29463003
hsa-mir-565,Chronic Hepatitis C,29463003
hsa-mir-18,Colon Neoplasms,29463003
hsa-mir-92-1,Colon Neoplasms,29463003
hsa-mir-375,"Adenocarcinoma, Gastric",29464032
hsa-mir-371,"Carcinoma, Hepatocellular",29465752
hsa-mir-135b,Esophageal Neoplasms,29465760
hsa-mir-302b,"Adenocarcinoma, Gastric",29467760
hsa-let-7e,Allergic Rhinitis,29467760
hsa-mir-1246,Pulmonary Hypertension,29468563
hsa-mir-183,Osteoarthritis,29473240
hsa-mir-126,Esophageal Neoplasms,29474847
hsa-mir-223,Esophageal Neoplasms,29476110
hsa-mir-30b,Esophageal Neoplasms,29476110
hsa-mir-454,Esophageal Neoplasms,29476110
hsa-mir-574,Esophageal Neoplasms,29477147
hsa-mir-205,Hereditary Hemorrhagic Telangiectasia,29477147
hsa-mir-187,"Carcinoma, Renal Cell, Clear-Cell",29483230
hsa-let-7i,"Carcinoma, Bladder",29484401
hsa-mir-218,Medulloblastoma,29484411
hsa-mir-145,Inflammation,29484780
hsa-mir-155,Choriocarcinoma,29486297
hsa-mir-196a,Choriocarcinoma,29486633
hsa-mir-33a,"Carcinoma, Hepatocellular",29486652
hsa-mir-370,"Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal",29488353
hsa-mir-199a,"Carcinoma, Gastric",29492899
hsa-let-7f,"Leukemia, Myeloid, Acute",29492958
hsa-let-7b,Primary Biliary Cirrhosis,29494665
hsa-mir-27a,Intervertebral Disc Degeneration,29497921
hsa-mir-487b,Cardiovascular Diseases [unspecific],29501572
hsa-mir-760,Gastric Neoplasms,29503197
hsa-mir-30c,"Carcinoma, Renal Cell",29504819
hsa-mir-370,"Leukemia, Myeloid, Chronic",29505034
hsa-mir-218,"Adenocarcinoma, Pancreatic Ductal",29505745
hsa-mir-34c,Glioblastoma,29505767
hsa-mir-15a,"Adenocarcinoma, Pancreatic Ductal",29506053
hsa-mir-106a,"Squamous Cell Carcinoma, Esophageal",29506053
hsa-mir-217,Cytomegalovirus Retinitis,29506053
hsa-mir-206,Astrocytoma,29506703
hsa-mir-137,"Carcinoma, Lung, Small-Cell",29506703
hsa-mir-625,"Carcinoma, Esophageal",29506703
hsa-mir-126,Allergic Rhinitis,29506703
hsa-mir-155,Allergic Rhinitis,29506703
hsa-mir-18a,Asthma,29511445
hsa-mir-224,Allergic Rhinitis,29511965
hsa-mir-224,Asthma,29512659
hsa-mir-101,Early-Stage Cervical Squamous Cell Carcinoma,29517281
hsa-mir-337,"Adenocarcinoma, Pancreatic Ductal",29518473
hsa-mir-411,Preeclampsia,29518473
hsa-mir-31,Ewing Sarcoma,29518473
hsa-mir-23b,Diabetic Cardiomyopathies,29518473
hsa-mir-130b,Pituitary Adenoma,29518473
hsa-mir-23b,Pituitary Adenoma,29521593
hsa-mir-128-1,Astrocytoma,29521593
hsa-mir-519b,"Carcinoma, Laryngeal",29523154
hsa-mir-142,Arteriosclerosis Obliterans,29524052
hsa-mir-145,"Leukemia, Lymphoblastic, Acute, T-Cell",29527155
hsa-let-7c,"Carcinoma, Nasopharyngeal",29528577
hsa-mir-9,Spinal Muscular Atrophy,29531222
hsa-mir-1,Myositis,29532351
hsa-mir-145,Uveal Melanoma,29532889
hsa-mir-29b,Osteogenesis Imperfecta,29533535
hsa-mir-29a,Neuroblastoma,29534065
hsa-mir-942,"Carcinoma, Hepatocellular",29534065
hsa-mir-21,Myeloma,29534065
hsa-mir-519d,Osteosarcoma,29534065
hsa-mir-195,Hirschsprung Disease,29535266
hsa-mir-196,Ectopic Pregnancy,29535629
hsa-mir-196b,Ectopic Pregnancy,29538313
hsa-mir-30a,Ectopic Pregnancy,29540601
hsa-mir-337,Ectopic Pregnancy,29543496
hsa-mir-504,Gastric Neoplasms,29545333
hsa-mir-155,Kawasaki Syndrome,29547527
hsa-mir-452,Neoplasms [unspecific],29547527
hsa-mir-24,Acute Respiratory Distress Syndrome,29547527
hsa-mir-194,Multiple Myeloma,29547527
hsa-mir-197,"Carcinoma, Esophageal",29547527
hsa-mir-107,Lung Neoplasms,29547527
hsa-mir-498,Colorectal Carcinoma,29547527
hsa-mir-449a,Ovarian Neoplasms,29547527
hsa-mir-93,Kidney Neoplasms,29547527
hsa-mir-346,Inflammatory Bowel Diseases,29549787
hsa-mir-449,"Carcinoma, Ovarian, Clear Cell",29552108
hsa-let-7a,"Squamous Cell Carcinoma, Oral",29555460
hsa-mir-22,"Carcinoma, Ovarian",29559958
hsa-mir-372,"Carcinoma, Nasopharyngeal",29564226
hsa-mir-133a,"Squamous Cell Carcinoma, Esophageal",29567542
hsa-mir-10a,Inflammatory Bowel Diseases,29567542
hsa-mir-663,Lung Neoplasms,29567564
hsa-mir-200b,Chondrosarcoma,29567564
hsa-mir-26a,Glomerulonephritis,29569786
hsa-mir-694,"Carcinoma, Hepatocellular",29569786
hsa-mir-18,Retinoblastoma,29571988
hsa-mir-92-1,Retinoblastoma,29571988
hsa-mir-193b,Gastric Neoplasms,29574928
hsa-mir-22,"Leukemia, Lymphoblastic",29575299
hsa-mir-328,Gastric Neoplasms,29575548
hsa-mir-494,"Squamous Cell Carcinoma, Esophageal",29575671
hsa-mir-125b-2,"Squamous Cell Carcinoma, Oral",29577459
hsa-mir-610,"Carcinoma, Hepatocellular",29578002
hsa-mir-34a,"Carcinoma, Merkel Cell",29581146
hsa-mir-1295b,Colorectal Carcinoma,29582582
hsa-mir-4478,Colorectal Carcinoma,29582582
hsa-mir-29a,"Carcinoma, Ovarian",29584819
hsa-mir-92b,Polycystic Ovarian Syndrome,29588449
hsa-mir-204,Retinoblastoma,29588449
hsa-mir-185,"Carcinoma, Prostate",29599829
hsa-mir-491,"Squamous Cell Carcinoma, Head and Neck",29599918
hsa-mir-205,"Adenocarcinoma, Esophageal",29601548
hsa-mir-32,"Carcinoma, Lung, Non-Small-Cell",29601548
hsa-mir-431,"Carcinoma, Hepatocellular",29601548
hsa-mir-206,Hirschsprung Disease,29601548
hsa-mir-193b,Ovarian Neoplasms,29602800
hsa-mir-143,Fibromyalgia,29602800
hsa-mir-145,Fibromyalgia,29602800
hsa-mir-21,Fibromyalgia,29602800
hsa-mir-223,Fibromyalgia,29602800
hsa-mir-338,Fibromyalgia,29604591
hsa-mir-451a,Fibromyalgia,29605672
hsa-mir-147,Crohn Disease,29608244
hsa-mir-133a,Kidney Diseases [unspecific],29615954
hsa-mir-125a,Respiratory Syncytial Virus Pneumonia,29618664
hsa-mir-125b,Respiratory Syncytial Virus Pneumonia,29620153
hsa-mir-429,Respiratory Syncytial Virus Pneumonia,29620153
hsa-mir-510,"Carcinoma, Renal Cell",29621777
hsa-mir-16,Bronchiolitis Obliterans Syndrome,29625108
hsa-mir-665,"Carcinoma, Gastric, Signet Ring Cell",29625108
hsa-mir-95,"Carcinoma, Gastric, Signet Ring Cell",29625129
hsa-mir-150,Ovarian Neoplasms,29627439
hsa-mir-125,Bladder Neoplasms,29635890
hsa-mir-19b,Crohn Disease,29635890
hsa-mir-499a,Acute Myocardial Infarction,29636449
hsa-mir-573,Gastric Neoplasms,29636449
hsa-mir-802,Breast Neoplasms,29636449
hsa-mir-26b,"Colitis, Ulcerative",29636449
hsa-mir-19a,Huntington Disease,29636449
hsa-mir-26b,"Carcinoma, Cervical",29636449
hsa-mir-504,"Carcinoma, Nasopharyngeal",29642568
hsa-mir-519d,Breast Neoplasms,29642568
hsa-mir-200,"Diabetes Mellitus, Type 1",29644076
hsa-mir-367,Glioma,29654764
hsa-mir-106a,Chronic Hepatitis B,29656186
hsa-mir-10a,Laryngeal Neoplasms,29657293
hsa-mir-630,"Carcinoma, Ovarian",29657293
hsa-mir-133a,Cardiac Fibrosis,29658612
hsa-mir-138,"Carcinoma, Thyroid, Papillary",29659130
hsa-mir-301a,"Adenocarcinoma, Pancreatic Ductal",29659130
hsa-mir-223,Muscular Dystrophy,29659130
hsa-mir-182,Epstein-Barr Virus Infection,29659560
hsa-mir-183,Epstein-Barr Virus Infection,29660008
hsa-mir-96,Epstein-Barr Virus Infection,29660218
hsa-mir-216b,"Adenocarcinoma, Gastric",29662654
hsa-mir-132,Periodontal Diseases,29666469
hsa-mir-134,Melanoma,29672315
hsa-mir-30c-2,"Carcinoma, Thyroid, Papillary",29672716
hsa-mir-7-2,"Carcinoma, Thyroid, Papillary",29675003
hsa-mir-596,"Squamous Cell Carcinoma, Oral",29675003
hsa-mir-448,Cardiomyopathy,29677213
hsa-mir-17,Tuberculosis,29680463
hsa-mir-377,"Lymphoma, B-Cell",29687521
hsa-mir-221,Spinal Stenosis,29687521
hsa-mir-451,"Constriction, Pathologic",29689389
hsa-mir-586,Osteosarcoma,29689389
hsa-mir-503,"Carcinoma, Cervical",29689389
hsa-mir-208b,Spinal Cord Injuries,29693121
hsa-mir-370,Liver Diseases [unspecific],29693173
hsa-mir-370,Osteosarcoma,29693176
hsa-mir-7,Nervous System Diseases [unspecific],29693274
hsa-let-7g,Ischemic Heart Disease,29693276
hsa-mir-592,Polycystic Ovarian Syndrome,29693285
hsa-mir-1290,"Carcinoma, Laryngeal",29693751
hsa-mir-27a,Viral Infectious Disease,29695508
hsa-mir-204,Chronic Kidney Disease,29695508
hsa-mir-137,Cutaneous Melanoma,29695508
hsa-mir-429,Colitis,29698854
hsa-mir-217,Psoriasis,29702103
hsa-mir-19,Neurodegenerative Diseases [unspecific],29702103
hsa-mir-200b,"Squamous Cell Carcinoma, Oral",29702103
hsa-mir-1303,Cardiotoxicity,29703249
hsa-mir-182,Cardiotoxicity,29703249
hsa-mir-187,Cardiotoxicity,29710501
hsa-mir-34a,Cardiotoxicity,29710520
hsa-mir-34c,Cardiotoxicity,29710530
hsa-mir-486,Cardiotoxicity,29722542
hsa-mir-410,"Adenocarcinoma, Endometrial",29722559
hsa-mir-198,Gastric Neoplasms,29723631
hsa-mir-206,Sarcoma [unspecific],29723631
hsa-mir-372,Habitual Abortion,29723631
hsa-mir-299,Sjogren Syndrome,29725814
hsa-mir-124,"Adenocarcinoma, Lung",29725814
hsa-mir-145,Vitiligo,29729381
hsa-mir-495,Periodontitis,29730230
hsa-mir-299,"Adenocarcinoma, Gastric",29730429
hsa-mir-29b,Myelodysplastic Syndromes,29732561
hsa-let-7f,"Squamous Cell Carcinoma, Oral",29737876
hsa-mir-424,Heart Failure,29737876
hsa-mir-106a,Choriocarcinoma,29738771
hsa-mir-136,"Carcinoma, Breast, Triple Negative",29741619
hsa-mir-143,"Leukemia, Lymphocytic, Chronic, B-Cell",29741619
hsa-mir-125b,Asthma,29741619
hsa-mir-200,Inflammatory Bowel Diseases,29741915
hsa-mir-125b,Oral Lichen Planus,29743236
hsa-let-7i,Human Immunodeficiency Virus Infection,29748186
hsa-mir-21,Parkinson Disease,29748958
hsa-mir-135b,Hypertension,29765562
hsa-mir-98,Hypertension,29772436
hsa-mir-200b,"Carcinoma, Lung",29773428
hsa-mir-200b,Choriocarcinoma,29773953
hsa-mir-186,Hepatitis B Virus Infection,29775643
hsa-mir-15b,Ovarian Neoplasms,29775892
hsa-mir-29,Leiomyoma,29786048
hsa-mir-663a,Breast Neoplasms,29786779
hsa-mir-668,Breast Neoplasms,29787988
hsa-mir-485,"Adenocarcinoma, Lung",29790117
hsa-mir-144,Mitochondrial Metabolism Disease,29790117
hsa-mir-27a,Osteoporosis,29800683
hsa-mir-125b,"Tuberculosis, Pulmonary",29800683
hsa-mir-205,Barrett Esophagus,29800683
hsa-mir-126,Acute Myocardial Infarction,29803177
hsa-mir-484,Autism Spectrum Disorder,29803177
hsa-mir-195,"Carcinoma, Breast, Triple Negative",29805586
hsa-mir-154,Glioma,29805586
hsa-mir-133a,Chronic Kidney Disease,29805629
hsa-mir-143,Chronic Kidney Disease,29805677
hsa-mir-203a,Breast Neoplasms,29807144
hsa-mir-200b,"Squamous Cell Carcinoma, Head and Neck",29843043
hsa-mir-204,"Squamous Cell Carcinoma, Skin or Unspecific",29843209
hsa-mir-204,"Squamous Cell Carcinoma, Oral",29843209
hsa-mir-433,Retinoblastoma,29844345
hsa-mir-199b,"Carcinoma, Nasopharyngeal",29844837
hsa-mir-203a,"Carcinoma, Nasopharyngeal",29845217
hsa-mir-4324,"Carcinoma, Nasopharyngeal",29845217
hsa-let-7e,Chronic Inflammation,29845217
hsa-mir-338,Chronic Inflammation,29845217
hsa-mir-92b,Chronic Inflammation,29845232
hsa-mir-99a,Chronic Inflammation,29845432
hsa-mir-99b,Chronic Inflammation,29845432
hsa-mir-127,"Carcinoma, Pancreatic",29845432
hsa-mir-149,"Carcinoma, Prostate",29855803
hsa-mir-34c,"Leukemia, Myeloid, Acute",29856481
hsa-mir-1268,"Adenocarcinoma, Colon",29856481
hsa-mir-1275,"Adenocarcinoma, Colon",29858059
hsa-mir-320b,"Adenocarcinoma, Colon",29858063
hsa-mir-326b,"Adenocarcinoma, Colon",29858080
hsa-mir-663,"Adenocarcinoma, Colon",29858088
hsa-mir-452,Colorectal Carcinoma,29858088
hsa-mir-320d,Glioma,29858092
hsa-mir-15a,"Squamous Cell Carcinoma, Head and Neck",29858093
hsa-mir-199b,"Squamous Cell Carcinoma, Head and Neck",29858093
hsa-mir-34c,"Squamous Cell Carcinoma, Head and Neck",29867024
hsa-mir-181a,Autoimmune Diseases [unspecific],29872807
hsa-mir-126,Glioblastoma,29872807
hsa-mir-26b,Osteoarthritis,29872807
hsa-mir-17,"Adenocarcinoma, Esophageal",29875322
hsa-mir-939,"Carcinoma, Gastric",29875322
hsa-mir-3156,"Carcinoma, Cervical",29875322
hsa-let-7b,Cerebral Cavernous Malformations,29875322
hsa-mir-181a,Cerebral Cavernous Malformations,29875322
hsa-mir-361,Cerebral Cavernous Malformations,29877083
hsa-mir-370,Cerebral Cavernous Malformations,29877301
hsa-mir-95,Cerebral Cavernous Malformations,29880533
hsa-mir-1295,"Carcinoma, Colon",29880818
hsa-mir-26a,"Carcinoma, Colon",29880874
hsa-mir-4478,"Carcinoma, Colon",29883634
hsa-mir-300,"Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal",29883711
hsa-mir-655,"Carcinoma, Hepatocellular",29883722
hsa-mir-222,"Carcinoma, Adenoid Cystic",29883941
hsa-mir-15a,Nephrotic Syndrome,29884823
hsa-mir-16,Nephrotic Syndrome,29885959
hsa-mir-101,Endocrine Gland Neoplasms,29885959
hsa-mir-126,Endocrine Gland Neoplasms,29889228
hsa-mir-137,Endocrine Gland Neoplasms,29890520
hsa-mir-141,Endocrine Gland Neoplasms,29890998
hsa-mir-195,Endocrine Gland Neoplasms,29894647
hsa-mir-200a,Endocrine Gland Neoplasms,29898461
hsa-mir-200b,Endocrine Gland Neoplasms,29901117
hsa-mir-200c,Endocrine Gland Neoplasms,29901138
hsa-mir-205,Endocrine Gland Neoplasms,29904424
hsa-mir-206,Endocrine Gland Neoplasms,29904949
hsa-mir-29a,Endocrine Gland Neoplasms,29906128
hsa-mir-30a,Endocrine Gland Neoplasms,29906222
hsa-mir-429,Endocrine Gland Neoplasms,29906222
hsa-mir-539,Endocrine Gland Neoplasms,29906532
hsa-mir-613,Endocrine Gland Neoplasms,29907248
hsa-mir-7,Endocrine Gland Neoplasms,29913449
hsa-mir-9,Endocrine Gland Neoplasms,29916530
hsa-let-7f,Ischemia,29916553
hsa-mir-197,"Fibromatosis, Aggressive",29917203
hsa-mir-375,"Carcinoma, Gastric",29920798
hsa-mir-4488,Behcet Disease,29921315
hsa-mir-638,Behcet Disease,29921315
hsa-mir-1,Pituitary Neoplasms,29923982
hsa-mir-195,Pituitary Neoplasms,29923982
hsa-mir-206,Pituitary Neoplasms,29923982
hsa-mir-155,Obesity,29926387
hsa-mir-451,"Carcinoma, Lung, Non-Small-Cell",29926387
hsa-mir-15,Chronic Kidney Disease,29928331
hsa-mir-17,Chronic Kidney Disease,29928367
hsa-mir-190b,Vasomotor Rhinitis,29932869
hsa-mir-2110,Vasomotor Rhinitis,29932869
hsa-mir-449b,Vasomotor Rhinitis,29932869
hsa-mir-449c,Vasomotor Rhinitis,29935424
hsa-mir-92b,Vasomotor Rhinitis,29937716
hsa-mir-21,Alcoholic Cardiomyopathy,29937989
hsa-mir-221,Alcoholic Cardiomyopathy,29937989
hsa-mir-199a,Ovarian Germ Cell Cancer,29937989
hsa-mir-202,Ovarian Germ Cell Cancer,29937989
hsa-mir-214,Ovarian Germ Cell Cancer,29938829
hsa-mir-99a,Myocardial Infarction,29941867
hsa-mir-145,NUT Midline Carcinoma,29943422
hsa-mir-99a,NUT Midline Carcinoma,29943841
hsa-mir-125,Infection [unspecific],29948558
hsa-let-7i,Hepatoblastoma,29953651
hsa-mir-449b,Hepatoblastoma,29953965
hsa-mir-624,Hepatoblastoma,29956734
hsa-mir-885,Hepatoblastoma,29960070
hsa-mir-129,Infection [unspecific],29963131
hsa-mir-1295a,Infection [unspecific],29963190
hsa-mir-188,Infection [unspecific],29969475
hsa-mir-363,Infection [unspecific],29969755
hsa-mir-4443,Infection [unspecific],29970902
hsa-mir-6721,Infection [unspecific],29977930
hsa-mir-99b,Infection [unspecific],29979193
hsa-mir-192,"Carcinoma, Renal Cell",29979444
hsa-mir-194,"Carcinoma, Renal Cell",29979444
hsa-mir-451a,Lung Neoplasms,29982852
hsa-mir-196b,Ovarian Neoplasms,29985373
hsa-mir-324,Prostate Neoplasms,29985646
hsa-mir-491,Prostate Neoplasms,29986379
hsa-mir-502,Prostate Neoplasms,29987196
hsa-mir-521,Prostate Neoplasms,29987600
hsa-mir-579,Prostate Neoplasms,29987600
hsa-mir-145,"Carcinoma, Endometrioid Endometrial",29987600
hsa-mir-145,Urinary System Cancer,29987600
hsa-mir-7,Myasthenia Gravis,29988972
hsa-mir-10a,Ependymoma,29990486
hsa-mir-181c,Medulloblastoma,29990505
hsa-mir-181d,Medulloblastoma,29993250
hsa-mir-221,Medulloblastoma,29995256
hsa-mir-3098,Alcoholic Cardiomyopathy,29999552
hsa-mir-188,"Carcinoma, Cervical",30002134
hsa-mir-197,Chronic Obstructive Pulmonary Disease,30002604
hsa-mir-204,Chronic Obstructive Pulmonary Disease,30004628
hsa-mir-485,Chronic Obstructive Pulmonary Disease,30005075
hsa-mir-627,Chronic Obstructive Pulmonary Disease,30007309
hsa-let-7c,"Squamous Cell Carcinoma, Oral",30008871
hsa-mir-100,"Squamous Cell Carcinoma, Oral",30008916
hsa-mir-146,Gastric Neoplasms,30008935
hsa-mir-200a,Chronic Kidney Disease,30008935
hsa-mir-29c,Chronic Kidney Disease,30008935
hsa-mir-141,"Carcinoma, Breast, Triple Negative",30010434
hsa-mir-429,"Carcinoma, Breast, Triple Negative",30010434
hsa-mir-379,Oligodendroglioma,30010434
hsa-mir-656,Oligodendroglioma,30010434
hsa-mir-486,"Carcinoma, Thyroid, Papillary",30010434
hsa-mir-489,Ovarian Neoplasms,30012943
hsa-mir-204,Hepatitis B Virus Infection,30012957
hsa-mir-128,Cholangiocarcinoma,30013629
hsa-mir-126,Ovarian Neoplasms,30013666
hsa-mir-92a,Ovarian Neoplasms,30014282
hsa-mir-1297,Colon Neoplasms,30014282
hsa-mir-3613,Colon Neoplasms,30018017
hsa-mir-200c,Uterine Leiomyoma,30018017
hsa-mir-29a,Uterine Leiomyoma,30018229
hsa-mir-199a,Cholangiocarcinoma,30018229
hsa-mir-199b,Cholangiocarcinoma,30018709
hsa-mir-484,Gastric Neoplasms,30018709
hsa-mir-548c,Colorectal Carcinoma,30018709
hsa-mir-192,Irritable Bowel Syndrome,30021199
hsa-mir-221,Irritable Bowel Syndrome,30021341
hsa-mir-223,Irritable Bowel Syndrome,30021352
hsa-mir-24,Irritable Bowel Syndrome,30021364
hsa-mir-31a,Irritable Bowel Syndrome,30021388
hsa-let-7b,Carcinosarcoma,30022841
hsa-let-7f,Endometrial Stromal Sarcoma,30023372
hsa-mir-10a,Leiomyosarcoma,30024625
hsa-mir-124,Carcinosarcoma,30026708
hsa-mir-125a,Leiomyosarcoma,30028875
hsa-mir-23,Endometrial Stromal Sarcoma,30029588
hsa-let-7a,Amyotrophic Lateral Sclerosis,30029588
hsa-let-7d,Amyotrophic Lateral Sclerosis,30029588
hsa-let-7f,Amyotrophic Lateral Sclerosis,30029588
